Accession,year,conforms
GSE94544,2019,0
GSE94545,2019,0
GSE94546,2017,1
GSE94547,2017,1
GSE94549,2017,1
GSE94554,2017,1
GSE94555,2017,1
GSE94559,2017,1
GSE94560,2017,0
GSE94561,2017,0
GSE94565,2017,1
GSE94566,2017,0
GSE94569,2017,0
GSE94570,2018,0
GSE94574,2018,0
GSE94575,2017,1
GSE94576,2017,1
GSE94578,2018,0
GSE94579,2017,0
GSE94581,2017,1
GSE94583,2017,0
GSE94587,2017,1
GSE94588,2017,1
GSE94595,2017,0
GSE94597,2017,0
GSE94602,2017,1
GSE94604,2017,0
GSE94607,2017,0
GSE94613,2017,0
GSE94617,2017,1
GSE94626,2017,1
GSE94627,2017,1
GSE94628,2017,0
GSE94630,2018,0
GSE94631,2017,1
GSE94641,2017,0
GSE94642,2018,0
GSE94653,2018,0
GSE94654,2018,0
GSE94655,2017,1
GSE94657,2019,0
GSE94659,2017,0
GSE94660,2018,1
GSE94661,2017,1
GSE94662,2018,1
GSE94666,2017,1
GSE94671,2017,1
GSE94673,2017,0
GSE94676,2017,0
GSE94680,2019,1
GSE94681,2019,0
GSE94685,2017,0
GSE94687,2017,0
GSE94688,2018,1
GSE94690,2019,1
GSE94693,2018,1
GSE94696,2017,0
GSE94697,2017,1
GSE94699,2018,1
GSE94703,2017,1
GSE94704,2017,0
GSE94711,2017,0
GSE94712,2017,0
GSE94722,2018,1
GSE94724,2017,1
GSE94728,2017,1
GSE94730,2017,1
GSE94736,2017,1
GSE94741,2017,0
GSE94742,2017,0
GSE94743,2018,0
GSE94747,2017,1
GSE94749,2017,1
GSE94761,2017,1
GSE94766,2017,0
GSE94768,2017,1
GSE94773,2017,0
GSE94774,2017,1
GSE94775,2018,0
GSE94776,2017,1
GSE94778,2017,0
GSE94783,2017,1
GSE94784,2019,0
GSE94786,2017,1
GSE94789,2017,0
GSE94791,2017,0
GSE94792,2017,0
GSE94800,2017,1
GSE94802,2017,1
GSE94807,2018,0
GSE94808,2017,1
GSE94813,2017,1
GSE94814,2017,1
GSE94817,2018,0
GSE94818,2018,1
GSE94820,2017,1
GSE94821,2017,1
GSE94825,2018,1
GSE94827,2017,1
GSE94832,2018,0
GSE94839,2017,0
GSE94840,2017,1
GSE94842,2017,1
GSE94843,2017,1
GSE94849,2017,1
GSE94852,2017,1
GSE94853,2017,1
GSE94855,2017,1
GSE94857,2018,1
GSE94859,2018,1
GSE94860,2019,1
GSE94862,2019,0
GSE94863,2018,1
GSE94869,2017,0
GSE94871,2018,1
GSE94872,2017,1
GSE94874,2018,0
GSE94878,2017,0
GSE94879,2017,1
GSE94883,2017,1
GSE94888,2017,1
GSE94892,2017,1
GSE94893,2018,1
GSE94897,2017,1
GSE94898,2019,1
GSE94899,2017,1
GSE94900,2017,0
GSE94901,2018,1
GSE94902,2018,1
GSE94903,2017,0
GSE94906,2017,1
GSE94907,2017,1
GSE94915,2018,1
GSE94917,2019,0
GSE94919,2018,1
GSE94920,2017,0
GSE94924,2017,0
GSE94927,2018,0
GSE94928,2018,0
GSE94933,2017,1
GSE94934,2017,0
GSE94935,2017,1
GSE94936,2017,0
GSE94937,2017,1
GSE94939,2017,1
GSE94942,2017,0
GSE94944,2017,0
GSE94947,2017,1
GSE94948,2017,0
GSE94949,2017,0
GSE94950,2017,0
GSE94951,2017,1
GSE94957,2018,0
GSE94959,2018,0
GSE94962,2017,0
GSE94963,2017,1
GSE94964,2017,1
GSE94965,2017,1
GSE94966,2018,1
GSE94967,2017,1
GSE94968,2017,0
GSE94969,2017,1
GSE94974,2019,1
GSE94975,2019,1
GSE94976,2019,0
GSE94978,2017,1
GSE94979,2018,0
GSE94980,2018,0
GSE94983,2017,1
GSE94984,2017,1
GSE94989,2017,0
GSE94990,2017,0
GSE94991,2018,1
GSE94993,2017,0
GSE94995,2017,1
GSE94998,2017,1
GSE94999,2017,0
GSE95002,2017,0
GSE95003,2017,0
GSE95006,2017,1
GSE95008,2018,1
GSE95009,2018,0
GSE95011,2017,0
GSE95013,2018,0
GSE95015,2017,0
GSE95016,2017,1
GSE95020,2018,0
GSE95021,2018,0
GSE95025,2017,1
GSE95027,2018,0
GSE95028,2018,1
GSE95029,2018,1
GSE95031,2017,1
GSE95033,2017,0
GSE95034,2017,1
GSE95039,2017,0
GSE95048,2017,1
GSE95052,2017,1
GSE95053,2017,0
GSE95056,2017,1
GSE95057,2018,1
GSE95059,2017,1
GSE95063,2018,0
GSE95069,2017,0
GSE95072,2018,1
GSE95074,2017,0
GSE95075,2017,0
GSE95076,2018,1
GSE95077,2018,1
GSE95079,2018,0
GSE95080,2017,1
GSE95088,2017,1
GSE95089,2017,0
GSE95093,2018,1
GSE95097,2017,1
GSE95102,2017,1
GSE95105,2017,1
GSE95106,2017,1
GSE95108,2017,1
GSE95110,2017,1
GSE95111,2017,1
GSE95114,2017,1
GSE95116,2017,0
GSE95117,2017,0
GSE95118,2017,0
GSE95120,2018,0
GSE95122,2018,1
GSE95123,2018,0
GSE95127,2018,0
GSE95130,2018,1
GSE95131,2017,0
GSE95132,2018,1
GSE95133,2017,1
GSE95135,2018,1
GSE95136,2018,0
GSE95138,2017,1
GSE95140,2018,1
GSE95141,2017,0
GSE95143,2018,0
GSE95145,2017,1
GSE95153,2018,1
GSE95154,2018,0
GSE95155,2018,1
GSE95156,2017,1
GSE95157,2018,1
GSE95168,2017,1
GSE95169,2017,0
GSE95173,2019,1
GSE95176,2017,1
GSE95180,2018,1
GSE95181,2017,1
GSE95182,2017,1
GSE95183,2017,1
GSE95184,2017,1
GSE95185,2017,0
GSE95189,2019,1
GSE95193,2019,0
GSE95194,2018,0
GSE95195,2017,0
GSE95197,2017,0
GSE95198,2017,0
GSE95200,2017,1
GSE95201,2018,1
GSE95203,2018,1
GSE95217,2017,0
GSE95224,2017,1
GSE95227,2017,0
GSE95229,2017,1
GSE95230,2017,0
GSE95231,2017,1
GSE95234,2017,1
GSE95236,2018,1
GSE95240,2017,1
GSE95242,2017,1
GSE95243,2018,1
GSE95245,2017,1
GSE95251,2017,1
GSE95256,2017,0
GSE95257,2017,1
GSE95260,2017,1
GSE95274,2018,1
GSE95276,2017,0
GSE95277,2017,1
GSE95280,2019,1
GSE95282,2019,1
GSE95288,2019,1
GSE95289,2018,1
GSE95293,2017,1
GSE95294,2017,0
GSE95295,2017,1
GSE95296,2017,1
GSE95297,2017,1
GSE95299,2017,1
GSE95301,2018,1
GSE95304,2017,0
GSE95305,2017,0
GSE95310,2017,1
GSE95311,2017,1
GSE95313,2017,1
GSE95315,2017,1
GSE95317,2018,1
GSE95318,2017,0
GSE95333,2017,1
GSE95337,2017,1
GSE95339,2017,0
GSE95341,2017,1
GSE95343,2017,1
GSE95344,2017,0
GSE95350,2017,0
GSE95351,2017,0
GSE95352,2017,0
GSE95353,2017,1
GSE95355,2018,1
GSE95359,2019,0
GSE95363,2017,1
GSE95367,2017,1
GSE95369,2018,1
GSE95371,2018,1
GSE95372,2019,0
GSE95373,2018,1
GSE95374,2017,1
GSE95375,2017,1
GSE95376,2017,1
GSE95378,2017,1
GSE95383,2017,0
GSE95386,2018,0
GSE95387,2017,0
GSE95389,2017,1
GSE95391,2017,0
GSE95392,2017,0
GSE95397,2017,1
GSE95399,2017,1
GSE95401,2017,1
GSE95403,2018,1
GSE95411,2017,1
GSE95412,2017,1
GSE95413,2017,1
GSE95415,2017,1
GSE95416,2017,0
GSE95420,2017,1
GSE95424,2017,1
GSE95428,2017,1
GSE95430,2017,0
GSE95432,2017,1
GSE95434,2017,1
GSE95435,2018,1
GSE95436,2017,1
GSE95437,2018,0
GSE95442,2019,1
GSE95443,2019,0
GSE95445,2017,1
GSE95446,2018,1
GSE95448,2017,1
GSE95449,2017,1
GSE95450,2018,1
GSE95452,2017,1
GSE95453,2017,1
GSE95455,2017,1
GSE95459,2018,0
GSE95461,2018,1
GSE95462,2018,0
GSE95463,2019,0
GSE95466,2017,1
GSE95467,2017,0
GSE95468,2017,0
GSE95473,2018,0
GSE95477,2018,1
GSE95478,2018,1
GSE95479,2017,1
GSE95480,2017,0
GSE95481,2017,1
GSE95483,2017,1
GSE95487,2017,1
GSE95491,2017,0
GSE95495,2017,1
GSE95499,2018,0
GSE95505,2017,0
GSE95511,2018,0
GSE95513,2017,1
GSE95514,2017,1
GSE95516,2017,1
GSE95519,2017,1
GSE95522,2017,1
GSE95523,2017,1
GSE95524,2017,0
GSE95525,2019,1
GSE95533,2017,1
GSE95534,2019,1
GSE95536,2018,0
GSE95537,2017,1
GSE95540,2017,0
GSE95541,2017,0
GSE95542,2018,1
GSE95543,2017,1
GSE95556,2017,1
GSE95558,2017,1
GSE95561,2017,1
GSE95565,2017,1
GSE95567,2017,1
GSE95573,2017,1
GSE95574,2018,1
GSE95575,2018,1
GSE95582,2019,1
GSE95583,2017,1
GSE95586,2019,1
GSE95587,2017,0
GSE95588,2019,1
GSE95592,2017,0
GSE95595,2018,1
GSE95601,2017,1
GSE95602,2017,1
GSE95604,2017,1
GSE95605,2017,1
GSE95607,2017,0
GSE95617,2018,1
GSE95623,2017,0
GSE95626,2018,1
GSE95628,2017,0
GSE95629,2017,1
GSE95630,2018,1
GSE95631,2018,1
GSE95633,2017,1
GSE95634,2018,0
GSE95635,2018,0
GSE95638,2018,0
GSE95640,2018,1
GSE95644,2018,1
GSE95645,2018,0
GSE95646,2019,0
GSE95648,2018,1
GSE95649,2017,1
GSE95652,2017,0
GSE95656,2018,0
GSE95658,2017,1
GSE95661,2017,1
GSE95663,2017,0
GSE95664,2017,0
GSE95665,2018,0
GSE95668,2017,1
GSE95670,2018,0
GSE95672,2017,0
GSE95678,2017,1
GSE95679,2017,1
GSE95681,2017,1
GSE95682,2017,1
GSE95685,2017,1
GSE95686,2018,0
GSE95687,2017,1
GSE95688,2017,1
GSE95689,2017,0
GSE95692,2018,1
GSE95694,2018,0
GSE95701,2017,1
GSE95702,2017,0
GSE95703,2018,0
GSE95706,2018,1
GSE95708,2017,1
GSE95709,2017,1
GSE95710,2019,1
GSE95711,2017,1
GSE95712,2017,1
GSE95717,2017,1
GSE95720,2018,0
GSE95722,2017,1
GSE95723,2018,0
GSE95729,2019,1
GSE95734,2017,1
GSE95736,2017,1
GSE95739,2017,1
GSE95740,2018,0
GSE95743,2017,0
GSE95747,2017,0
GSE95750,2017,0
GSE95751,2017,0
GSE95752,2017,1
GSE95753,2017,0
GSE95754,2018,1
GSE95755,2017,1
GSE95756,2018,1
GSE95762,2017,1
GSE95764,2017,0
GSE95767,2017,1
GSE95769,2017,0
GSE95771,2018,1
GSE95773,2017,1
GSE95776,2017,0
GSE95778,2017,1
GSE95781,2017,0
GSE95782,2017,1
GSE95785,2017,0
GSE95788,2018,1
GSE95798,2018,1
GSE95800,2018,1
GSE95803,2017,0
GSE95807,2017,0
GSE95808,2019,1
GSE95811,2017,1
GSE95812,2017,1
GSE95814,2017,1
GSE95815,2017,0
GSE95820,2017,1
GSE95821,2017,0
GSE95822,2019,1
GSE95826,2017,0
GSE95830,2017,0
GSE95832,2017,0
GSE95833,2017,0
GSE95834,2017,0
GSE95835,2017,0
GSE95837,2017,1
GSE95844,2018,1
GSE95845,2018,1
GSE95850,2017,1
GSE95852,2017,1
GSE95853,2018,1
GSE95854,2018,1
GSE95858,2017,1
GSE95859,2017,1
GSE95860,2017,0
GSE95863,2018,1
GSE95864,2018,0
GSE96033,2018,1
GSE96035,2017,1
GSE96040,2017,1
GSE96041,2018,1
GSE96045,2017,0
GSE96046,2017,1
GSE96048,2017,1
GSE96049,2017,1
GSE96050,2018,1
GSE96054,2017,1
GSE96055,2017,1
GSE96056,2017,0
GSE96057,2018,1
GSE96058,2018,1
GSE96059,2017,1
GSE96060,2019,1
GSE96061,2017,1
GSE96064,2019,1
GSE96066,2017,1
GSE96072,2017,1
GSE96073,2017,1
GSE96074,2018,1
GSE96075,2017,0
GSE96076,2018,0
GSE96077,2018,1
GSE96079,2017,1
GSE96082,2018,0
GSE96083,2018,1
GSE96086,2017,0
GSE96091,2017,1
GSE96093,2017,1
GSE96096,2017,1
GSE96097,2018,0
GSE96099,2017,1
GSE96103,2017,0
GSE96104,2017,1
GSE96105,2017,1
GSE96106,2017,1
GSE96107,2017,1
GSE96518,2017,1
GSE96519,2018,1
GSE96526,2017,1
GSE96534,2018,1
GSE96535,2017,0
GSE96538,2018,1
GSE96539,2018,1
GSE96541,2017,1
GSE96543,2017,0
GSE96544,2017,1
GSE96547,2017,1
GSE96549,2017,1
GSE96551,2017,1
GSE96552,2017,1
GSE96555,2018,1
GSE96560,2017,1
GSE96561,2017,1
GSE96562,2017,1
GSE96563,2017,1
GSE96564,2017,1
GSE96566,2017,0
GSE96568,2017,1
GSE96569,2017,0
GSE96573,2017,0
GSE96575,2017,0
GSE96578,2017,1
GSE96582,2017,0
GSE96583,2017,1
GSE96585,2019,1
GSE96586,2018,0
GSE96590,2017,1
GSE96592,2017,0
GSE96595,2018,0
GSE96596,2018,0
GSE96598,2019,0
GSE96601,2017,1
GSE96603,2017,0
GSE96605,2017,1
GSE96607,2017,1
GSE96608,2018,0
GSE96611,2018,0
GSE96613,2018,1
GSE96615,2018,0
GSE96616,2018,0
GSE96619,2017,1
GSE96626,2017,1
GSE96627,2017,1
GSE96630,2017,0
GSE96633,2018,0
GSE96634,2018,1
GSE96635,2018,0
GSE96637,2017,1
GSE96638,2017,1
GSE96641,2018,1
GSE96642,2017,0
GSE96643,2017,1
GSE96644,2017,0
GSE96646,2018,1
GSE96647,2018,1
GSE96648,2018,0
GSE96649,2017,0
GSE96650,2019,0
GSE96654,2018,1
GSE96655,2018,1
GSE96659,2018,1
GSE96661,2017,1
GSE96662,2017,0
GSE96666,2017,1
GSE96673,2017,1
GSE96674,2019,1
GSE96675,2019,1
GSE96676,2019,0
GSE96677,2017,0
GSE96679,2017,1
GSE96680,2017,1
GSE96681,2017,0
GSE96682,2017,1
GSE96684,2017,1
GSE96685,2017,1
GSE96686,2017,0
GSE96689,2017,0
GSE96690,2017,0
GSE96693,2017,0
GSE96700,2017,1
GSE96705,2019,1
GSE96706,2018,1
GSE96707,2017,1
GSE96711,2018,1
GSE96712,2018,0
GSE96713,2017,1
GSE96714,2017,1
GSE96715,2017,1
GSE96716,2017,1
GSE96717,2017,1
GSE96718,2017,1
GSE96719,2017,0
GSE96722,2018,1
GSE96724,2017,1
GSE96725,2017,1
GSE96726,2019,1
GSE96727,2019,1
GSE96728,2019,0
GSE96729,2018,0
GSE96731,2017,1
GSE96732,2017,0
GSE96738,2017,0
GSE96741,2019,1
GSE96746,2018,1
GSE96747,2018,1
GSE96748,2018,0
GSE96758,2018,1
GSE96760,2018,0
GSE96761,2018,0
GSE96763,2017,1
GSE96764,2018,1
GSE96765,2017,0
GSE96766,2017,0
GSE96770,2017,0
GSE96772,2018,0
GSE96774,2017,1
GSE96775,2017,0
GSE96777,2017,0
GSE96778,2017,0
GSE96779,2019,1
GSE96781,2019,0
GSE96783,2018,1
GSE96784,2018,1
GSE96788,2017,1
GSE96800,2017,1
GSE96811,2018,1
GSE96812,2017,1
GSE96814,2017,1
GSE96815,2018,1
GSE96817,2017,0
GSE96818,2017,1
GSE96819,2017,1
GSE96825,2019,1
GSE96827,2017,1
GSE96828,2018,0
GSE96832,2017,0
GSE96839,2019,1
GSE96842,2017,0
GSE96843,2018,0
GSE96848,2017,0
GSE96852,2018,0
GSE96855,2018,0
GSE96860,2017,1
GSE96867,2017,0
GSE96868,2017,1
GSE96869,2017,0
GSE96870,2017,0
GSE96871,2019,1
GSE96872,2019,0
GSE96873,2017,0
GSE96877,2018,0
GSE96878,2018,0
GSE96889,2017,1
GSE96890,2018,1
GSE96891,2017,1
GSE96896,2017,1
GSE96903,2018,0
GSE96907,2018,1
GSE96913,2018,0
GSE96914,2017,1
GSE96916,2017,1
GSE96917,2017,0
GSE96919,2017,0
GSE96922,2017,1
GSE96929,2019,1
GSE96930,2019,0
GSE96931,2018,1
GSE96935,2018,1
GSE96938,2017,0
GSE96939,2017,0
GSE96940,2017,1
GSE96945,2017,1
GSE96946,2017,1
GSE96947,2017,1
GSE96948,2017,0
GSE96950,2017,1
GSE96954,2017,0
GSE96957,2017,1
GSE96958,2018,1
GSE96960,2017,1
GSE96961,2018,1
GSE96962,2018,1
GSE96965,2017,1
GSE96966,2017,1
GSE96968,2017,0
GSE96972,2017,1
GSE96975,2017,1
GSE96981,2017,1
GSE96982,2018,1
GSE96986,2018,0
GSE96987,2017,0
GSE96988,2017,0
GSE96989,2017,0
GSE96991,2017,1
GSE96993,2017,1
GSE96994,2017,1
GSE96995,2017,1
GSE96998,2017,1
GSE96999,2017,1
GSE97003,2017,0
GSE97004,2017,1
GSE97007,2017,1
GSE97009,2017,1
GSE97013,2017,1
GSE97018,2017,0
GSE97021,2018,1
GSE97022,2018,0
GSE97024,2017,1
GSE97025,2017,1
GSE97026,2017,1
GSE97027,2017,1
GSE97032,2017,1
GSE97033,2017,1
GSE97036,2017,1
GSE97037,2018,1
GSE97038,2017,1
GSE97041,2017,1
GSE97047,2018,1
GSE97053,2018,0
GSE97054,2018,0
GSE97055,2018,0
GSE97057,2017,1
GSE97060,2017,1
GSE97061,2017,0
GSE97062,2017,0
GSE97067,2017,0
GSE97077,2018,1
GSE97078,2017,1
GSE97080,2017,1
GSE97084,2017,1
GSE97090,2018,0
GSE97096,2017,1
GSE97098,2019,1
GSE97100,2017,1
GSE97101,2017,1
GSE97104,2018,1
GSE97110,2019,1
GSE97113,2019,1
GSE97115,2017,1
GSE97116,2017,0
GSE97117,2017,0
GSE97118,2017,1
GSE97120,2017,0
GSE97121,2017,0
GSE97122,2018,0
GSE97125,2018,1
GSE97126,2017,1
GSE97129,2017,1
GSE97130,2017,0
GSE97137,2017,1
GSE97139,2019,1
GSE97140,2017,1
GSE97141,2018,1
GSE97142,2017,1
GSE97147,2018,0
GSE97148,2017,1
GSE97153,2019,0
GSE97156,2017,0
GSE97157,2017,1
GSE97158,2017,1
GSE97159,2018,0
GSE97165,2017,1
GSE97167,2018,1
GSE97168,2017,1
GSE97171,2018,0
GSE97174,2017,1
GSE97181,2018,1
GSE97182,2017,0
GSE97184,2017,1
GSE97186,2018,1
GSE97195,2017,1
GSE97196,2017,1
GSE97201,2017,1
GSE97204,2017,0
GSE97205,2018,1
GSE97211,2017,1
GSE97212,2017,0
GSE97213,2018,0
GSE97214,2017,1
GSE97215,2017,1
GSE97216,2017,1
GSE97218,2018,1
GSE97223,2018,1
GSE97224,2018,1
GSE97225,2018,0
GSE97230,2018,1
GSE97231,2017,1
GSE97232,2018,0
GSE97233,2017,1
GSE97234,2017,1
GSE97235,2017,1
GSE97238,2017,0
GSE97239,2017,1
GSE97249,2017,0
GSE97256,2017,1
GSE97257,2017,0
GSE97258,2017,1
GSE97259,2017,1
GSE97261,2017,1
GSE97262,2017,1
GSE97265,2018,1
GSE97266,2017,1
GSE97267,2018,1
GSE97270,2017,0
GSE97273,2017,0
GSE97275,2019,0
GSE97276,2017,1
GSE97278,2019,0
GSE97280,2019,0
GSE97281,2017,0
GSE97286,2018,1
GSE97289,2017,0
GSE97291,2017,0
GSE97293,2017,0
GSE97296,2018,1
GSE97297,2018,0
GSE97302,2018,0
GSE97307,2018,0
GSE97308,2018,1
GSE97309,2018,1
GSE97310,2018,1
GSE97317,2017,0
GSE97321,2018,0
GSE97322,2017,1
GSE97323,2017,0
GSE97324,2017,1
GSE97325,2017,1
GSE97326,2018,0
GSE97338,2017,1
GSE97341,2019,1
GSE97344,2017,1
GSE97345,2017,1
GSE97352,2018,1
GSE97353,2017,0
GSE97354,2017,0
GSE97355,2017,0
GSE97356,2018,1
GSE97357,2018,1
GSE97358,2017,1
GSE97361,2017,0
GSE97364,2018,1
GSE97367,2017,1
GSE97371,2018,1
GSE97375,2017,1
GSE97376,2017,1
GSE97378,2019,0
GSE97380,2018,1
GSE97381,2017,1
GSE97382,2018,0
GSE97383,2017,0
GSE97384,2017,1
GSE97388,2017,0
GSE97389,2018,0
GSE97390,2017,1
GSE97391,2017,0
GSE97392,2017,0
GSE97395,2017,1
GSE97397,2018,1
GSE97398,2017,1
GSE97399,2017,1
GSE97400,2017,1
GSE97402,2017,1
GSE97404,2017,0
GSE97405,2018,1
GSE97406,2017,1
GSE97408,2017,0
GSE97416,2017,1
GSE97421,2017,1
GSE97422,2018,0
GSE97428,2017,0
GSE97435,2018,1
GSE97439,2017,1
GSE97440,2017,1
GSE97442,2017,0
GSE97443,2017,1
GSE97444,2018,1
GSE97445,2017,1
GSE97446,2017,0
GSE97447,2017,1
GSE97448,2017,1
GSE97449,2017,0
GSE97450,2018,1
GSE97451,2017,0
GSE97452,2018,0
GSE97453,2017,1
GSE97460,2017,1
GSE97461,2017,0
GSE97462,2017,1
GSE97463,2019,0
GSE97464,2017,1
GSE97469,2018,1
GSE97471,2017,1
GSE97478,2018,1
GSE97479,2017,1
GSE97489,2017,1
GSE97490,2017,1
GSE97495,2018,1
GSE97496,2017,1
GSE97500,2018,0
GSE97507,2018,1
GSE97509,2017,1
GSE97513,2018,0
GSE97514,2018,0
GSE97519,2018,1
GSE97525,2017,1
GSE97527,2017,0
GSE97531,2017,1
GSE97534,2017,1
GSE97536,2017,0
GSE97538,2018,0
GSE97539,2017,1
GSE97541,2018,0
GSE97544,2017,1
GSE97547,2018,1
GSE97557,2017,0
GSE97563,2017,0
GSE97564,2017,0
GSE97568,2019,1
GSE97571,2017,1
GSE97573,2017,1
GSE97575,2017,0
GSE97577,2017,0
GSE97579,2017,1
GSE97587,2018,0
GSE97589,2017,1
GSE97590,2017,1
GSE97591,2017,1
GSE97592,2018,1
GSE97608,2017,1
GSE97613,2018,0
GSE97615,2018,1
GSE97616,2018,1
GSE97617,2018,0
GSE97618,2017,0
GSE97619,2017,1
GSE97623,2018,1
GSE97632,2017,1
GSE97637,2019,1
GSE97638,2018,1
GSE97640,2018,0
GSE97645,2018,0
GSE97647,2017,0
GSE97649,2017,1
GSE97650,2017,1
GSE97651,2017,1
GSE97654,2017,1
GSE97655,2017,1
GSE97656,2017,1
GSE97658,2019,1
GSE97659,2017,1
GSE97662,2017,0
GSE97663,2017,0
GSE97664,2017,1
GSE97668,2017,1
GSE97669,2018,0
GSE97672,2017,1
GSE97673,2018,0
GSE97674,2018,0
GSE97679,2017,1
GSE97681,2017,1
GSE97682,2017,0
GSE97685,2018,0
GSE97690,2017,1
GSE97693,2018,0
GSE97696,2018,1
GSE97697,2018,0
GSE97698,2018,0
GSE97702,2017,1
GSE97703,2017,0
GSE97709,2018,1
GSE97710,2017,1
GSE97713,2018,1
GSE97715,2018,0
GSE97716,2017,1
GSE97717,2017,1
GSE97718,2017,1
GSE97719,2017,0
GSE97720,2017,0
GSE97721,2017,1
GSE97722,2019,0
GSE97723,2019,0
GSE97724,2019,0
GSE97725,2017,1
GSE97726,2017,1
GSE97727,2018,1
GSE97728,2018,1
GSE97729,2018,1
GSE97730,2018,0
GSE97732,2017,0
GSE97733,2017,0
GSE97735,2017,1
GSE97736,2017,0
GSE97737,2018,1
GSE97738,2018,1
GSE97739,2017,0
GSE97744,2017,1
GSE97747,2017,0
GSE97749,2017,0
GSE97755,2017,1
GSE97762,2018,1
GSE97763,2018,0
GSE97764,2017,1
GSE97766,2019,1
GSE97767,2018,1
GSE97768,2017,1
GSE97769,2018,1
GSE97770,2018,1
GSE97774,2017,1
GSE97775,2018,1
GSE97776,2018,1
GSE97778,2018,0
GSE97785,2017,1
GSE97786,2017,1
GSE97787,2017,1
GSE97789,2019,1
GSE97792,2017,1
GSE97795,2018,0
GSE97799,2017,1
GSE97800,2017,1
GSE97801,2017,0
GSE97802,2018,0
GSE97804,2017,1
GSE97805,2017,1
GSE97806,2017,1
GSE97815,2017,0
GSE97816,2017,0
GSE97822,2018,0
GSE97828,2018,0
GSE97829,2019,1
GSE97831,2018,1
GSE97834,2019,0
GSE97848,2018,1
GSE97849,2018,0
GSE97850,2018,0
GSE97851,2018,1
GSE97857,2017,1
GSE97859,2017,0
GSE97861,2017,1
GSE97862,2017,1
GSE97863,2017,0
GSE97868,2018,1
GSE97870,2017,0
GSE97871,2017,0
GSE97875,2017,1
GSE97879,2017,1
GSE97881,2017,1
GSE97882,2017,0
GSE97888,2017,1
GSE97891,2017,1
GSE97900,2017,1
GSE97904,2017,1
GSE97909,2019,1
GSE97911,2018,0
GSE97914,2017,1
GSE97915,2018,0
GSE97919,2017,0
GSE97925,2018,1
GSE97926,2018,0
GSE97928,2018,0
GSE97929,2017,1
GSE97930,2017,1
GSE97934,2018,1
GSE97935,2017,1
GSE97939,2017,1
GSE97940,2018,1
GSE97941,2017,1
GSE97942,2017,0
GSE97944,2017,0
GSE97945,2018,1
GSE97947,2017,0
GSE97949,2017,1
GSE97950,2017,0
GSE97954,2017,1
GSE97955,2017,1
GSE97956,2017,1
GSE97960,2018,1
GSE97964,2017,0
GSE97966,2017,0
GSE97970,2017,0
GSE97974,2017,0
GSE97975,2019,0
GSE97976,2018,0
GSE97978,2018,0
GSE97979,2017,1
GSE97980,2018,1
GSE97986,2018,1
GSE97987,2017,0
GSE97990,2018,1
GSE97992,2018,0
GSE97993,2018,1
GSE97996,2017,1
GSE98003,2017,1
GSE98004,2017,0
GSE98005,2018,1
GSE98007,2018,1
GSE98008,2018,0
GSE98009,2018,1
GSE98010,2018,0
GSE98011,2017,1
GSE98015,2018,0
GSE98016,2018,1
GSE98020,2017,0
GSE98027,2017,1
GSE98029,2018,1
GSE98030,2017,1
GSE98032,2018,0
GSE98034,2017,0
GSE98035,2017,0
GSE98039,2017,0
GSE98040,2018,1
GSE98041,2018,1
GSE98042,2018,0
GSE98045,2018,1
GSE98047,2018,0
GSE98048,2017,1
GSE98049,2017,0
GSE98050,2017,1
GSE98052,2017,1
GSE98054,2017,0
GSE98060,2018,1
GSE98061,2017,0
GSE98063,2017,1
GSE98069,2019,0
GSE98073,2019,1
GSE98074,2017,1
GSE98075,2017,1
GSE98079,2017,1
GSE98080,2018,1
GSE98082,2017,1
GSE98084,2017,1
GSE98086,2017,1
GSE98088,2017,1
GSE98089,2019,1
GSE98091,2018,1
GSE98094,2018,0
GSE98097,2017,1
GSE98101,2019,1
GSE98104,2018,1
GSE98106,2017,1
GSE98108,2018,1
GSE98111,2018,0
GSE98113,2018,0
GSE98115,2018,0
GSE98117,2018,1
GSE98119,2018,1
GSE98122,2017,0
GSE98123,2017,0
GSE98124,2019,1
GSE98126,2019,1
GSE98128,2019,0
GSE98130,2017,1
GSE98131,2017,0
GSE98132,2017,1
GSE98133,2017,0
GSE98136,2017,1
GSE98139,2018,1
GSE98140,2017,0
GSE98141,2017,0
GSE98142,2017,1
GSE98144,2017,1
GSE98145,2017,1
GSE98148,2017,1
GSE98150,2018,0
GSE98155,2017,1
GSE98157,2018,1
GSE98158,2017,1
GSE98160,2018,0
GSE98167,2017,1
GSE98168,2017,1
GSE98169,2017,0
GSE98170,2017,0
GSE98171,2017,0
GSE98172,2017,0
GSE98173,2017,0
GSE98174,2017,0
GSE98175,2017,0
GSE98176,2018,0
GSE98177,2017,0
GSE98179,2017,0
GSE98183,2018,1
GSE98184,2018,1
GSE98191,2018,0
GSE98192,2018,0
GSE98193,2017,0
GSE98195,2018,1
GSE98196,2019,1
GSE98197,2017,1
GSE98198,2019,1
GSE98199,2017,1
GSE98201,2017,1
GSE98202,2018,1
GSE98204,2019,1
GSE98206,2018,1
GSE98208,2018,1
GSE98209,2018,0
GSE98210,2018,0
GSE98212,2017,1
GSE98214,2018,1
GSE98218,2017,1
GSE98219,2017,1
GSE98220,2017,1
GSE98221,2017,0
GSE98227,2017,0
GSE98230,2018,1
GSE98232,2017,1
GSE98233,2017,0
GSE98235,2018,1
